termin	predlog	padezh	chastota	logDice
сила	над	Acc	1	3.0
сила	о	Ins	1	3.0
сила	плюс	Nom	1	2.99
сила	к	Acc	1	2.98
сила	о	Acc	1	2.98
сила	из	Acc	1	2.98
сила	с	Acc	1	2.97
сила	посредством	Gen	1	2.96
сила	-	Gen	1	2.93
сила	вдоль	Gen	1	2.87
сила	кроме	Gen	1	2.86
сила	вместо	Gen	1	2.8
сила	об	Loc	1	2.67
сила	со	Ins	1	2.26
место	наперёд	Loc	1	2.28
место	𝑛	Loc	1	2.27
место	из	Loc	1	2.27
место	напротив	Gen	1	2.27
место	перед	Ins	1	2.22
место	через	Gen	1	2.17
место	внутри	Gen	1	2.15
место	по	Gen	1	2.14
место	у	Gen	1	1.84
операция	к	Ins	1	2.62
операция	путем	Gen	1	2.61
операция	𝑛	Gen	1	2.57
операция	в	Nom	1	2.56
итог	перед	Ins	1	4.55
итог	вместо	Gen	1	4.23
итог	о	Loc	1	2.19
итог	к	Dat	1	1.11
построение	для	Loc	1	3.26
построение	c	Acc	1	3.25
построение	из	Nom	1	3.25
построение	для	Acc	1	3.25
построение	путем	Gen	1	3.24
построение	𝑘	Gen	1	3.2
построение	перед	Ins	1	3.15
построение	про	Acc	1	2.96
построение	согласно	Dat	1	2.95
построение	под	Ins	1	2.72
лемма	вследствие	Gen	1	3.53
лемма	подобно	Dat	1	3.53
лемма	c	Gen	1	3.45
лемма	кроме	Gen	1	3.36
лемма	по	Gen	1	3.26
лемма	после	Gen	1	2.97
лемма	без	Gen	1	2.71
лемма	со	Ins	1	2.56
лемма	за	Acc	1	2.32
лемма	до	Gen	1	2.22
символ	𝑘	Dat	1	3.38
символ	𝑠	Ins	1	3.38
символ	𝑙	Gen	1	3.38
символ	минус	Nom	1	3.37
символ	к	Nom	1	3.36
символ	к	Gen	1	3.3
символ	помимо	Gen	1	3.29
символ	вокруг	Gen	1	3.18
символ	при	Gen	1	3.16
символ	через	Acc	1	2.57
символ	при	Loc	1	1.75
скобка	впереди	Gen	1	4.64
скобка	за	Loc	1	4.64
скобка	c	Acc	1	4.61
скобка	к	Loc	1	4.52
скобка	помимо	Gen	1	4.44
скобка	c	Gen	1	4.42
скобка	вне	Gen	1	4.39
скобка	п	Gen	1	4.24
скобка	кроме	Gen	1	4.24
скобка	через	Gen	1	4.16
скобка	со	Gen	1	3.94
скобка	за	Gen	1	3.8
скобка	через	Acc	1	3.15
скобка	к	Dat	1	1.1
знак	для	Ins	1	3.2
знак	м	Ins	1	3.2
знак	c	Dat	1	3.2
знак	насчёт	Gen	1	3.2
знак	про	Acc	1	2.91
знак	со	Gen	1	2.9
знак	об	Loc	1	2.83
знак	по	Acc	1	2.65
роль	о	Acc	1	3.91
роль	ввиду	Gen	1	3.9
роль	к	Gen	1	3.83
роль	благодаря	Dat	1	3.83
роль	c	Gen	1	3.81
роль	за	Ins	1	3.56
роль	по	Gen	1	3.56
роль	про	Acc	1	3.49
роль	согласно	Dat	1	3.47
роль	без	Gen	1	2.92
роль	с	Gen	1	1.46
роль	на	Loc	1	0.42
обозначение	взамен	Dat	1	3.77
обозначение	к	Nom	1	3.75
обозначение	для	Nom	1	3.74
обозначение	п	Loc	1	3.73
обозначение	-	Gen	1	3.64
обозначение	за	Ins	1	3.42
обозначение	у	Gen	1	2.78
обозначение	на	Gen	1	2.72
обозначение	со	Ins	1	2.66
обозначение	за	Acc	1	2.4
обозначение	о	Loc	1	1.95
конструкция	для	Loc	1	3.95
конструкция	про	Gen	1	3.95
конструкция	о	Gen	1	3.93
конструкция	ввиду	Gen	1	3.92
конструкция	благодаря	Dat	1	3.85
конструкция	-	Gen	1	3.82
конструкция	в	Nom	1	3.81
конструкция	вместо	Gen	1	3.6
конструкция	за	Ins	1	3.57
конструкция	со	Gen	1	3.49
конструкция	за	Gen	1	3.39
конструкция	через	Acc	1	2.87
конструкция	над	Ins	1	2.87
конструкция	между	Ins	1	2.62
конструкция	за	Acc	1	2.47
длина	к	Ins	1	1.87
длина	у	Ins	1	1.87
длина	около	Gen	1	1.82
длина	кроме	Gen	1	1.8
длина	над	Ins	1	1.53
член	г	Gen	1	2.14
член	от	Nom	1	2.14
член	за	Nom	1	2.14
член	с	Acc	1	2.12
член	к	Gen	1	2.1
член	-	Gen	1	2.1
член	за	Gen	1	1.95
помощь	помимо	Gen	1	2.43
помощь	против	Gen	1	2.41
помощь	по	Dat	1	0.24
принцип	вроде	Gen	1	3.31
принцип	у	Acc	1	3.31
принцип	из	Nom	1	3.3
принцип	посредством	Gen	1	3.27
принцип	помимо	Gen	1	3.24
принцип	кроме	Gen	1	3.15
принцип	вместо	Gen	1	3.07
принцип	об	Loc	1	2.92
принцип	среди	Gen	1	2.91
принцип	под	Ins	1	2.75
принцип	у	Gen	1	2.54
принцип	над	Ins	1	2.53
принцип	со	Ins	1	2.44
принцип	за	Acc	1	2.21
принцип	для	Gen	1	0.11
схема	сверх	Gen	1	3.3
схема	со	Acc	1	3.3
схема	от	Dat	1	3.3
схема	к	Acc	1	3.27
схема	подобно	Dat	1	3.27
схема	благодаря	Dat	1	3.22
схема	под	Acc	1	3.21
схема	на	Nom	1	3.21
схема	против	Gen	1	3.18
схема	вместо	Gen	1	3.06
схема	среди	Gen	1	2.9
схема	без	Gen	1	2.56
схема	до	Gen	1	2.12
модуль	𝕜	Dat	1	3.28
модуль	𝑛	Loc	1	3.27
модуль	𝒆	Gen	1	3.27
модуль	𝑉	Acc	1	3.27
модуль	c	Dat	1	3.27
модуль	посредством	Gen	1	3.22
модуль	к	Gen	1	3.2
модуль	вне	Gen	1	3.17
модуль	внутри	Gen	1	3.03
модуль	через	Acc	1	2.51
модуль	при	Loc	1	1.72
набор	𝜙	Gen	1	2.74
набор	𝑓	Acc	1	2.74
набор	𝑟	Gen	1	2.74
набор	сквозь	Acc	1	2.74
набор	𝑉	Gen	1	2.73
набор	𝑘	Gen	1	2.7
набор	𝑛	Gen	1	2.69
набор	п	Gen	1	2.62
существование	без	Acc	1	3.88
существование	от	Acc	1	3.87
существование	о	Gen	1	3.85
существование	ввиду	Gen	1	3.83
существование	помимо	Gen	1	3.76
существование	против	Gen	1	3.71
существование	кроме	Gen	1	3.63
существование	относительно	Gen	1	3.17
существование	под	Ins	1	3.11
существование	без	Gen	1	2.88
существование	через	Acc	1	2.83
существование	до	Gen	1	2.34
существование	от	Gen	1	1.67
умножение	взамен	Gen	1	3.2
умножение	𝕜	Acc	1	3.2
умножение	х	Loc	1	3.2
умножение	𝐵	Gen	1	3.2
умножение	при	Acc	1	3.19
умножение	в	Dat	1	3.16
умножение	посредством	Gen	1	3.15
умножение	помимо	Gen	1	3.12
умножение	по	Ins	1	3.11
умножение	кроме	Gen	1	3.04
умножение	в	Ins	1	2.98
умножение	под	Ins	1	2.67
умножение	без	Gen	1	2.5
умножение	над	Ins	1	2.46
умножение	со	Ins	1	2.37
алгебра	𝑒𝑛	Gen	1	2.85
алгебра	над	Nom	1	2.85
алгебра	𝕜	Acc	1	2.85
алгебра	δ	Gen	1	2.85
алгебра	c	Nom	1	2.85
алгебра	c	Ins	1	2.82
алгебра	помимо	Gen	1	2.79
алгебра	на	Nom	1	2.78
алгебра	в	Ins	1	2.68
алгебра	со	Gen	1	2.61
алгебра	за	Gen	1	2.56
алгебра	относительно	Gen	1	2.46
алгебра	у	Gen	1	2.25
алгебра	до	Gen	1	1.9
многочлен	𝑔	Gen	1	2.72
многочлен	𝑎𝑘	Gen	1	2.72
многочлен	𝑓	Acc	1	2.72
многочлен	𝑖	Acc	1	2.72
многочлен	𝑝𝑚	Gen	1	2.72
многочлен	𝑥𝑗	Loc	1	2.72
многочлен	𝑉	Gen	1	2.71
многочлен	для	Nom	1	2.7
многочлен	c	Ins	1	2.69
многочлен	п	Gen	1	2.6
многочлен	при	Gen	1	2.58
многочлен	по	Gen	1	2.54
многочлен	между	Ins	1	1.99
индукция	𝑘	Dat	1	3.69
индукция	до	Ins	1	3.69
индукция	о	Gen	1	3.66
индукция	на	Dat	1	3.66
индукция	по	Loc	1	3.66
индукция	против	Gen	1	3.54
индукция	вместо	Gen	1	3.38
индукция	через	Acc	1	2.74
индукция	в	Gen	1	1.69
индукция	на	Loc	1	0.39
индукция	в	Loc	1	-1.72
предположение	η	Loc	1	4.08
предположение	над	Loc	1	4.07
предположение	при	Ins	1	4.07
предположение	об	Gen	1	4.07
предположение	𝑓	Gen	1	4.06
предположение	на	Dat	1	4.04
предположение	для	Acc	1	4.04
предположение	с	Acc	1	4.0
предположение	при	Gen	1	3.73
предположение	по	Acc	1	3.18
предположение	со	Ins	1	2.79
предположение	между	Ins	1	2.66
произведение	впереди	Nom	1	2.27
произведение	𝑗	Acc	1	2.27
произведение	𝜓	Dat	1	2.27
произведение	𝑛	Gen	1	2.22
базис	𝑉	Acc	1	3.42
базис	𝒆	Acc	1	3.42
базис	𝛽	Gen	1	3.42
базис	𝑥	Loc	1	3.42
базис	c	Loc	1	3.41
базис	к	Gen	1	3.34
базис	на	Nom	1	3.32
базис	после	Gen	1	2.87
базис	со	Ins	1	2.49
базис	между	Ins	1	2.38
базис	за	Acc	1	2.25
композиция	относительно	Acc	1	4.3
композиция	с	Acc	1	4.21
композиция	при	Gen	1	3.91
композиция	внутри	Gen	1	3.84
композиция	об	Loc	1	3.59
композиция	через	Acc	1	3.02
композиция	со	Ins	1	2.88
класс	путем	Gen	1	1.93
класс	помимо	Gen	1	1.91
предел	оо	Acc	1	3.47
предел	c	Nom	1	3.46
предел	для	Acc	1	3.45
предел	вследствие	Gen	1	3.45
предел	с	Acc	1	3.42
предел	помимо	Gen	1	3.38
предел	при	Gen	1	3.24
предел	вместо	Gen	1	3.2
предел	у	Gen	1	2.62
предел	при	Loc	1	1.78
константа	плюс	Gen	1	4.31
константа	𝑛	Ins	1	4.31
константа	c	Nom	1	4.3
константа	с	Nom	1	4.25
константа	𝑘	Gen	1	4.19
константа	𝑛	Gen	1	4.15
константа	кроме	Gen	1	3.99
константа	про	Acc	1	3.74
константа	среди	Gen	1	3.6
константа	у	Gen	1	3.03
константа	между	Ins	1	2.74
константа	с	Gen	1	1.52
момент	τ	Acc	1	3.28
момент	плюс	Dat	1	3.28
момент	через	Dat	1	3.28
момент	вроде	Gen	1	3.27
момент	+	Acc	1	3.27
момент	к	Acc	1	3.24
момент	с	Acc	1	3.23
момент	в	Nom	1	3.18
момент	про	Acc	1	2.97
момент	о	Loc	1	1.8
момент	при	Loc	1	1.72
выражение	𝐾	Gen	1	3.47
выражение	ê	Acc	1	3.47
выражение	путем	Nom	1	3.47
выражение	αβ	Gen	1	3.47
выражение	х	Acc	1	3.46
выражение	п	Nom	1	3.46
выражение	через	Loc	1	3.45
выражение	п	Acc	1	3.45
выражение	о	Gen	1	3.44
выражение	ради	Gen	1	3.44
выражение	𝑥	Gen	1	3.44
выражение	при	Gen	1	3.23
выражение	внутри	Gen	1	3.19
выражение	по	Gen	1	3.18
выражение	про	Acc	1	3.12
прямоугольник	внутрь	Gen	1	4.41
прямоугольник	с	Acc	1	4.34
прямоугольник	по	Ins	1	4.22
прямоугольник	без	Gen	1	3.13
прямоугольник	над	Ins	1	3.07
тип	𝑦	Gen	1	2.72
тип	про	Gen	1	2.71
тип	п	Dat	1	2.71
тип	𝑉	Gen	1	2.71
тип	𝑓	Gen	1	2.71
тип	к	Gen	1	2.66
тип	под	Acc	1	2.65
тип	со	Gen	1	2.5
тип	среди	Gen	1	2.44
тип	об	Loc	1	2.44
тип	за	Acc	1	1.9
размер	δ	Gen	1	2.95
размер	ψ	Gen	1	2.95
размер	до	Acc	1	2.94
размер	к	Ins	1	2.94
размер	из	Ins	1	2.92
размер	помимо	Gen	1	2.88
размер	п	Gen	1	2.81
размер	по	Gen	1	2.74
размер	без	Gen	1	2.34
размер	с	Gen	1	1.22
цикл	𝑛	Nom	1	2.67
цикл	п	Dat	1	2.67
цикл	относительно	Gen	1	2.32
мера	при	Acc	1	2.5
мера	свыше	Gen	1	2.5
мера	ξ	Gen	1	2.5
мера	λ	Gen	1	2.5
мера	η	Gen	1	2.5
мера	о	Gen	1	2.49
мера	на	Dat	1	2.49
мера	посредством	Gen	1	2.47
мера	по	Acc	1	2.14
множитель	впереди	Gen	1	4.07
множитель	𝑛	Nom	1	4.07
множитель	𝜇𝜗	Gen	1	4.07
множитель	за	Loc	1	4.07
множитель	𝑓	Gen	1	4.06
множитель	𝑑	Gen	1	4.06
множитель	от	Acc	1	4.05
множитель	c	Nom	1	4.05
множитель	из	Nom	1	4.04
множитель	𝑘	Gen	1	3.96
множитель	благодаря	Dat	1	3.94
множитель	на	Nom	1	3.91
множитель	в	Ins	1	3.69
множитель	вместо	Gen	1	3.68
множитель	за	Ins	1	3.65
множитель	за	Acc	1	2.51
множитель	на	Loc	1	0.42
неравенство	ê	Gen	1	2.68
неравенство	вблизи	Dat	1	2.68
неравенство	р	Gen	1	2.68
неравенство	п	Ins	1	2.67
неравенство	о	Nom	1	2.67
неравенство	c	Acc	1	2.67
неравенство	вследствие	Gen	1	2.66
неравенство	с	Nom	1	2.65
неравенство	к	Gen	1	2.63
неравенство	в	Ins	1	2.52
неравенство	среди	Gen	1	2.4
неравенство	относительно	Gen	1	2.32
неравенство	у	Gen	1	2.13
неравенство	между	Ins	1	1.97
сложность	относительно	Ins	1	3.04
сложность	до	Nom	1	3.03
сложность	вопреки	Dat	1	3.03
сложность	плюс	Nom	1	3.02
сложность	к	Gen	1	2.97
сложность	помимо	Gen	1	2.97
сложность	под	Acc	1	2.96
сложность	перед	Ins	1	2.94
сложность	за	Ins	1	2.82
сложность	со	Gen	1	2.77
сложность	об	Loc	1	2.7
сложность	без	Gen	1	2.4
сложность	на	Gen	1	2.32
сложность	за	Acc	1	2.07
оценка	π	Loc	1	2.76
оценка	ϕ	Loc	1	2.76
оценка	вместо	Ins	1	2.76
оценка	у	Nom	1	2.75
оценка	о	Acc	1	2.74
оценка	ввиду	Gen	1	2.73
оценка	за	Ins	1	2.57
оценка	относительно	Gen	1	2.38
оценка	по	Acc	1	2.33
оценка	через	Acc	1	2.18
оценка	за	Acc	1	1.92
точность	к	Ins	1	3.36
точность	из	Loc	1	3.36
точность	для	Ins	1	3.36
точность	n	Gen	1	3.35
точность	в	Dat	1	3.32
точность	с	Acc	1	3.32
точность	в	Ins	1	3.12
точность	вместо	Gen	1	3.11
точность	за	Gen	1	2.96
точность	об	Loc	1	2.95
точность	под	Ins	1	2.78
точность	в	Acc	1	0.33
точность	из	Gen	1	0.05
выбор	вопреки	Dat	1	3.11
выбор	вследствие	Gen	1	3.09
выбор	благодаря	Dat	1	3.04
выбор	при	Gen	1	2.93
выбор	среди	Gen	1	2.75
выбор	у	Gen	1	2.41
бит	𝑞	Gen	1	4.05
бит	𝑥	Acc	1	4.03
бит	𝑚	Gen	1	4.02
бит	с	Dat	1	4.02
бит	n	Gen	1	4.02
бит	после	Gen	1	3.27
возможность	ради	Gen	1	3.54
возможность	для	Acc	1	3.53
возможность	ввиду	Gen	1	3.52
возможность	помимо	Gen	1	3.46
возможность	перед	Ins	1	3.42
возможность	у	Gen	1	2.67
возможность	над	Ins	1	2.66
дерево	обо	Loc	1	2.7
дерево	мимо	Gen	1	2.7
дерево	г	Gen	1	2.7
дерево	к	Loc	1	2.67
дерево	п	Gen	1	2.58
дерево	внутри	Gen	1	2.53
дерево	об	Loc	1	2.42
игра	вроде	Gen	1	2.88
игра	с	Loc	1	2.88
игра	к	Loc	1	2.86
игра	на	Nom	1	2.82
игра	в	Nom	1	2.81
игра	относительно	Gen	1	2.49
команда	посредством	Gen	1	4.32
команда	помимо	Gen	1	4.26
